Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.01  240200/240200      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<unsigned long long, false>*) [10]
[30]     0.1    0.00    0.01  240200         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_node(std::__detail::_Hash_node<unsigned long long, false>*) [30]
                0.01    0.00  240200/480400      std::allocator<unsigned long long>::allocator<std::__detail::_Hash_node<unsigned long long, false> >(std::allocator<std::__detail::_Hash_node<unsigned long long, false> > const&) [23]
                0.00    0.00  240200/820300      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_addr() [20]
                0.00    0.00  480400/962800      std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<unsigned long long, false> >, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<unsigned long long, false> >, true>&) [55]
                0.00    0.00  480400/962800      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_node_allocator() [54]
                0.00    0.00  240200/480400      std::__detail::_Hash_node<unsigned long long, false>* std::__addressof<std::__detail::_Hash_node<unsigned long long, false> >(std::__detail::_Hash_node<unsigned long long, false>&) [64]
                0.00    0.00  240200/240200      std::__detail::_Hash_node<unsigned long long, false>* std::addressof<std::__detail::_Hash_node<unsigned long long, false> >(std::__detail::_Hash_node<unsigned long long, false>&) [94]
                0.00    0.00  240200/240200      std::pointer_traits<std::__detail::_Hash_node<unsigned long long, false>*>::pointer_to(std::__detail::_Hash_node<unsigned long long, false>&) [84]
                0.00    0.00  240200/480400      __gnu_cxx::new_allocator<unsigned long long>::new_allocator() [62]
                0.00    0.00  240200/240200      void __gnu_cxx::new_allocator<unsigned long long>::destroy<unsigned long long>(unsigned long long*) [79]
                0.00    0.00  240200/240200      void std::allocator_traits<std::allocator<unsigned long long> >::destroy<unsigned long long>(std::allocator<unsigned long long>&, unsigned long long*) [87]
                0.00    0.00  240200/820300      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_ptr() [56]
                0.00    0.00  240200/820300      std::__detail::_Hash_node_value_base<unsigned long long>::_M_valptr() [57]
                0.00    0.00  240200/240200      __gnu_cxx::new_allocator<std::__detail::_Hash_node<unsigned long long, false> >::deallocate(std::__detail::_Hash_node<unsigned long long, false>*, unsigned long) [77]
                0.00    0.00  240200/240200      std::allocator_traits<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<unsigned long long, false> >&, std::__detail::_Hash_node<unsigned long long, false>*, unsigned long) [85]
                0.00    0.00  240200/480400      __gnu_cxx::new_allocator<unsigned long long>::~new_allocator() [63]
-----------------------------------------------
                0.00    0.01  240200/240200      std::pair<std::__detail::_Node_iterator<unsigned long long, true, false>, bool> std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > >(unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > const&, std::integral_constant<bool, true>) [12]
[31]     0.1    0.00    0.01  240200         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, unsigned long long const&, unsigned long) const [31]
                0.00    0.01  240200/240200      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, unsigned long long const&, unsigned long) const [32]
-----------------------------------------------
                0.00    0.01  240200/240200      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, unsigned long long const&, unsigned long) const [31]
[32]     0.1    0.00    0.01  240200         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, unsigned long long const&, unsigned long) const [32]
                0.00    0.01  165000/740800      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<unsigned long long, false> const*, unsigned long) const [14]
                0.00    0.00  165400/338900      std::__detail::_Equal_helper<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, unsigned long, false>::_S_equals(std::equal_to<unsigned long long> const&, std::__detail::_Identity const&, unsigned long long const&, unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) [34]
                0.00    0.00  211200/1076600     std::__detail::_Hash_node<unsigned long long, false>::_M_next() const [52]
                0.00    0.00  165400/338900      std::equal_to<unsigned long long>::operator()(unsigned long long const&, unsigned long long const&) const [72]
                0.00    0.00  165400/338900      std::__detail::_Hashtable_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(unsigned long long const&, unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) const [71]
                0.00    0.00  165000/1227100     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [45]
                0.00    0.00  165000/456800      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(std::__detail::_Hash_node<unsigned long long, false>*) const [67]
-----------------------------------------------
                0.00    0.00    1000/339900      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) [17]
                0.00    0.00  338900/339900      std::__detail::_Equal_helper<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, unsigned long, false>::_S_equals(std::equal_to<unsigned long long> const&, std::__detail::_Identity const&, unsigned long long const&, unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) [34]
[33]     0.0    0.00    0.00  339900         std::__detail::_Hash_node_value_base<unsigned long long>::_M_v() [33]
                0.00    0.00  339900/820300      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_addr() [20]
                0.00    0.00  339900/820300      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_ptr() [56]
                0.00    0.00  339900/820300      std::__detail::_Hash_node_value_base<unsigned long long>::_M_valptr() [57]
-----------------------------------------------
                0.00    0.00  165400/338900      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, unsigned long long const&, unsigned long) const [32]
                0.00    0.00  173500/338900      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::count(unsigned long long const&) const [16]
[34]     0.0    0.00    0.00  338900         std::__detail::_Equal_helper<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, unsigned long, false>::_S_equals(std::equal_to<unsigned long long> const&, std::__detail::_Identity const&, unsigned long long const&, unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) [34]
                0.00    0.00  338900/339900      std::__detail::_Hash_node_value_base<unsigned long long>::_M_v() [33]
                0.00    0.00  338900/339900      unsigned long long& std::forward<unsigned long long&>(std::remove_reference<unsigned long long&>::type&) [69]
                0.00    0.00  338900/339900      unsigned long long& std::__detail::_Identity::operator()<unsigned long long&>(unsigned long long&) const [68]
